,Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold
904,933,Maruti Alto K10 Knightracer,2013,199000,60000.0,East,Massachusetts,Boston,Petrol,Individual,Manual,Second Owner,20.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Y
905,934,Chevrolet Beat Diesel LT,2012,150000,110000.0,East,Massachusetts,Boston,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5,Y
906,935,Hyundai i20 Active 1.4 SX with AVN,2016,540000,80000.0,South,Georgia,Atlanta,Diesel,Individual,Manual,Third Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5,Y
907,936,Maruti SX4 ZDI,2011,250000,85000.0,Central,Texas,Houston,Diesel,Individual,Manual,Second Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5,Y
908,937,Maruti Wagon R LXI Minor,2010,200000,90000.0,East,New York,New York City,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5,Y
909,938,Tata Indica V2 2001-2011 eLX,2011,130000,90000.0,East,New York,New York City,Diesel,Individual,Manual,Second Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,Y
910,939,Maruti 800 AC,2007,90000,90000.0,West,Washington,Seattle,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,Y
911,940,Hyundai Verna 1.6 SX,2012,450000,120000.0,West,California,Los Angeles,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,Y
912,941,Hyundai Verna CRDi SX ABS,2009,280000,120000.0,East,New York,New York City,Diesel,Individual,Manual,First Owner,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,Y
913,942,Tata New Safari 3L Dicor LX 4x2,2007,280000,160000.0,West,California,San Diego,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2956 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,Y
914,943,Maruti Zen LXI,2006,120000,141000.0,East,Massachusetts,Boston,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5,Y
915,944,Maruti Swift Ldi BSIII,2008,290000,100000.0,East,Massachusetts,Boston,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5,Y
916,945,Hyundai Creta 1.4 EX Diesel,2019,1000000,15000.0,East,Massachusetts,Boston,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5,Y
917,946,Maruti Swift Dzire VDi,2012,415000,108000.0,East,Massachusetts,Boston,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,Y
918,947,Maruti Swift Dzire VDI,2012,415000,108000.0,East,New York,New York City,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Y
919,948,Chevrolet Beat Diesel LT,2015,240000,55000.0,West,Washington,Seattle,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5,Y
920,949,Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2010,250000,37944.0,Central,Texas,Dallas,Diesel,Individual,Manual,First Owner,18.4 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5,Y
921,950,Ford Figo Diesel EXI,2011,175000,90400.0,Central,Texas,Dallas,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,Y
922,951,Hyundai Verna CRDi SX,2008,220000,85000.0,West,California,Los Angeles,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,Y
923,952,Maruti Zen D,2003,85000,120000.0,West,California,Los Angeles,Diesel,Individual,Manual,Third Owner,20.8 kmpl,1527 CC,58 bhp,789Nm@ 2250rpm,5,Y
924,953,Maruti Swift Dzire VXI 1.2,2019,675000,5000.0,East,New York,New York City,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Y
925,954,Renault Duster 85PS Diesel RxL,2016,535000,50000.0,South,North Carolina,Charlotte,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5,Y
926,955,Renault Triber RXZ BSIV,2019,675000,5000.0,South,North Carolina,Charlotte,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,96Nm@ 3500rpm,7,Y
927,956,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,800000,90000.0,South,North Carolina,Charlotte,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,Y
928,957,Maruti Ertiga ZDI,2012,425000,96000.0,West,California,Los Angeles,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7,Y
929,958,Maruti Eeco 5 Seater AC BSIV,2011,150000,80000.0,West,California,Los Angeles,Petrol,Individual,Manual,Third Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5,Y
930,959,Maruti Zen Estilo 1.1 LXI BSIII,2007,90000,60000.0,East,New York,New York City,Petrol,Individual,Manual,Second Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5,Y
931,960,Mahindra XUV500 W6 2WD,2015,850000,90000.0,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,Y
932,961,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2008,330000,193623.0,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,Y
933,962,Hyundai i20 1.4 Asta Option,2017,850000,63186.0,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,Y
934,963,Mahindra Bolero SLX,2008,305000,219000.0,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,Y
935,964,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,910000,110000.0,East,New York,New York City,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,7,Y
936,965,Toyota Innova 2.5 VX 8 STR,2012,1100000,151000.0,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,Y
937,966,Maruti Baleno Zeta Automatic,2019,675000,5000.0,Central,Illinois,Chicago,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5,Y
938,967,Maruti Alto LXi BSIII,2010,150000,91500.0,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Y
939,968,Maruti Swift VDI BSIV,2015,550000,23000.0,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Y
940,969,Volkswagen Vento Diesel Highline,2012,350000,40000.0,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,Y
941,970,Maruti Ritz VDi,2012,300000,70000.0,West,Washington,Seattle,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5,Y
942,971,Toyota Innova Crysta 2.8 GX AT BSIV,2018,1745000,10000.0,East,Massachusetts,Boston,Diesel,Individual,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7,Y
943,972,Mahindra Scorpio 2009-2014 EX 2WD 7S,2014,611000,90000.0,East,New York,New York City,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,7,Y
944,973,Honda Brio S MT,2016,400000,68000.0,East,New York,New York City,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5,Y
945,974,Hyundai Elantra CRDi SX,2013,700000,120000.0,Central,Illinois,Chicago,Diesel,Individual,Manual,First Owner,22.7 kmpl,1582 CC,126.24 bhp,259.87Nm@ 1900-2750rpm,5,Y
946,975,Chevrolet Sail Hatchback LS ABS,2013,300000,65000.0,Central,Illinois,Chicago,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm,5,Y
947,976,Hyundai Getz GLS,2005,65000,85000.0,Central,Illinois,Chicago,Petrol,Individual,Manual,First Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5,Y
948,977,Maruti Wagon R VXI BS IV,2011,200000,94000.0,Central,Illinois,Chicago,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Y
949,978,Hyundai i20 Asta Option 1.4 CRDi,2015,650000,100000.0,South,Florida,Miami,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,Y
950,979,Hyundai i20 Asta Option 1.4 CRDi,2015,650000,80000.0,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,Y
951,980,Volkswagen Polo Diesel Trendline 1.2L,2013,350000,80000.0,East,District of Columbia,Washington,Diesel,Individual,Manual,Third Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5,Y
952,981,Tata Indica V2 DL BSIII,2011,75000,140500.0,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,Third Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5,Y
953,982,Maruti Swift Dzire VXi,2010,240000,143000.0,South,Georgia,Atlanta,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5,Y
954,983,Maruti Alto K10 2010-2014 VXI,2013,240000,60000.0,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Y
955,984,Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2011,180000,120000.0,South,Georgia,Atlanta,Diesel,Individual,Manual,Second Owner,18.4 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5,Y
956,985,Hyundai Santa Fe 4WD AT,2014,900000,80000.0,South,Georgia,Atlanta,Diesel,Individual,Automatic,Second Owner,13.01 kmpl,2199 CC,194.3 bhp,436.39Nm@ 1800-2500rpm,7,Y
957,986,Mahindra Thar DI 4X4,2014,425000,63000.0,South,Georgia,Atlanta,Diesel,Individual,Manual,Second Owner,18.06 kmpl,2523 CC,63 bhp,182.5Nm@ 1500-1800rpm,7,Y
958,987,Chevrolet Spark 1.0 LT,2009,95000,120000.0,West,California,Los Angeles,Petrol,Individual,Manual,Third Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5,Y
959,988,Maruti Swift Dzire VDI,2018,811000,100000.0,East,New York,New York City,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,Y
960,989,Hyundai Verna VTVT 1.6 SX Option,2018,1100000,60000.0,East,District of Columbia,Washington,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5,Y
961,990,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2013,600000,90000.0,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9,Y
962,991,Maruti Ertiga VDI,2014,550000,50000.0,East,District of Columbia,Washington,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,Y
963,992,Mahindra Scorpio S4 Plus 4WD,2015,715000,70000.0,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,Y
964,994,Tata Indigo LS BSII,2006,100000,120000.0,East,New York,New York City,Diesel,Individual,Manual,Third Owner,16.1 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5,Y
965,995,Mahindra Scorpio EX,2013,500000,195000.0,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8,Y
966,996,Maruti Wagon R Stingray VXI,2013,350000,40000.0,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Y
967,997,Tata Indica V2 DLS TC,2008,100000,40000.0,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5,Y
968,998,Tata Safari DICOR 2.2 EX 4x2,2012,325000,120000.0,East,Massachusetts,Boston,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7,Y
969,999,Maruti Wagon R LXI BS IV,2012,220000,360003.0,West,California,Los Angeles,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Y
970,1000,Maruti 800 AC,1999,55000,60000.0,Central,Michigan,Detroit,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,Y
971,1001,Renault KWID RXT,2016,330000,20000.0,Central,Illinois,Chicago,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,Y
972,1002,Mahindra Bolero 2011-2019 EX NON AC,2014,480000,37000.0,Central,Illinois,Chicago,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,Y
973,1003,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,57000.0,Central,Illinois,Chicago,Diesel,Individual,Manual,Second Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,Y
974,1004,Hyundai Verna Transform SX VGT CRDi,2011,300000,110000.0,South,Georgia,Atlanta,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5,Y
975,1005,Hyundai Verna Xi (Petrol),2006,170000,110000.0,South,Georgia,Atlanta,Petrol,Individual,Manual,Fourth & Above Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5,Y
976,1006,Toyota Innova 2.5 EV (Diesel) PS 8 Seater BS IV,2013,850000,120000.0,East,New York,New York City,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,8,Y
977,1007,Tata Tigor 2017-2020 XZ Plus Diesel,2019,900000,8079.0,West,Washington,Seattle,Diesel,Dealer,Manual,First Owner,24.7 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5,Y
978,1008,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2015,1325000,114368.0,Central,Texas,Houston,Diesel,Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7,Y
979,1009,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,350000,79990.0,West,Washington,Seattle,Diesel,Dealer,Manual,Second Owner,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5,Y
980,1010,Ford Figo Diesel Titanium,2012,425000,81632.0,West,Washington,Seattle,Diesel,Dealer,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,Y
981,1011,Ford Aspire Titanium Diesel BSIV,2016,600000,155201.0,East,District of Columbia,Washington,Diesel,Dealer,Manual,First Owner,26.1 kmpl,1498 CC,99.23 bhp,215Nm@ 1750-3000rpm,5,Y
982,1012,Ford Ecosport 1.5 DV5 MT Titanium,2014,750000,101504.0,East,District of Columbia,Washington,Diesel,Dealer,Manual,First Owner,22.7 kmpl,1498 CC,89.84 bhp,204Nm@ 2000-2750rpm,5,Y
983,1013,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,450000,90165.0,East,New York,New York City,Diesel,Dealer,Manual,First Owner,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5,Y
984,1014,Ford Figo Titanium Diesel BSIV,2010,325000,86017.0,East,New York,New York City,Diesel,Dealer,Manual,Second Owner,25.5 kmpl,1498 CC,99.23 bhp,215Nm@ 1750-3000,5,Y
985,1015,Mahindra XUV500 W8 2WD,2013,900000,85036.0,Central,Illinois,Chicago,Diesel,Dealer,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,Y
986,1017,Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000,125531.0,East,Massachusetts,Boston,Diesel,Dealer,Manual,Second Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5,Y
987,1018,Hyundai Verna VTVT 1.6 SX Option,2019,1100000,10000.0,East,Massachusetts,Boston,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5,Y
988,1019,Tata Tiago 1.2 Revotron XZ,2017,520000,20000.0,East,New York,New York City,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,Y
989,1020,Mahindra Scorpio S10 7 Seater,2015,885000,170000.0,Central,Illinois,Chicago,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,Y
990,1021,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,950000,40000.0,Central,Illinois,Chicago,Diesel,Individual,Automatic,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5,Y
991,1022,Honda City 1.5 E MT,2008,229999,120000.0,Central,Illinois,Chicago,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5,Y
992,1023,Maruti Ritz VDi,2013,409999,100000.0,West,California,Los Angeles,Diesel,Individual,Manual,Third Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5,Y
993,1024,Ford Fiesta EXi 1.4 TDCi Ltd,2011,300000,110000.0,Central,Illinois,Chicago,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5,Y
994,1025,Tata Indica V2 DLG TC,2008,175000,120000.0,Central,Illinois,Chicago,Diesel,Individual,Manual,Third Owner,16.8 kmpl,1405 CC,68 bhp,"13@ 2,500(kgm@ rpm)",5,Y
995,1026,Maruti Alto LX,2000,108000,206000.0,West,California,Los Angeles,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Y
996,1027,Maruti Celerio ZXI,2017,425000,40000.0,East,District of Columbia,Washington,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Y
997,1028,Chevrolet Optra Magnum 2.0 LS,2011,272000,170000.0,Central,Illinois,Highland Park,Diesel,Individual,Manual,Fourth & Above Owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5,Y
998,1029,Hyundai i10 Magna 1.1L,2013,310000,70000.0,Central,Illinois,Highland Park,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,Y
999,1030,Hyundai Creta 1.4 CRDi S Plus,2017,1125000,105000.0,Central,Illinois,Highland Park,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5,Y
1000,1031,Hyundai Xcent 1.2 Kappa S Option,2014,450000,46000.0,Central,Illinois,Hoffman Estates,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5,Y
1001,1032,Volkswagen Polo Diesel Highline 1.2L,2011,388000,80000.0,Central,Illinois,Hoffman Estates,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5,Y
1002,1033,Hyundai Verna Transform SX VTVT,2011,400000,60000.0,Central,Illinois,Hoffman Estates,Petrol,Individual,Manual,First Owner,16.2 kmpl,1599 CC,103.2 bhp,14.9 KGM at 3000 RPM,5,Y
1003,1034,Honda City i DTEC VX,2015,760000,70000.0,Central,Illinois,Hoffman Estates,Diesel,Individual,Manual,Third Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,Y
1004,1035,Maruti Alto LXi,2009,120000,90000.0,Central,Illinois,Highland Park,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Y
1005,1036,Maruti Swift Dzire VDI,2019,757000,25000.0,Central,Illinois,Highland Park,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,Y
1006,1037,Maruti Alto 800 VXI,2015,270000,53000.0,Central,Illinois,Highland Park,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Y
1007,1038,Tata Sumo MKII GX BS IV,2011,250000,90000.0,Central,Illinois,Highland Park,Diesel,Individual,Manual,Second Owner,13.55 kmpl,2179 CC,118.35 bhp,250Nm@ 1500-3000rpm,7,Y
1008,1039,Toyota Innova Crysta 2.5 VX BS IV,2011,800000,60000.0,Central,Illinois,Hoffman Estates,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7,Y
1009,1040,Toyota Fortuner 4x2 Manual,2014,1380000,150000.0,Central,Illinois,Joliet,Diesel,Individual,Manual,First Owner,13.0 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7,Y
1010,1041,Mahindra Thar CRDe AC,2014,700000,24000.0,West,Washington,Edmonds,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6,Y
1011,1042,Honda Mobilio S i DTEC,2016,450000,100000.0,West,Washington,Edmonds,Diesel,Individual,Manual,Second Owner,24.2 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7,Y
1012,1043,Mahindra KUV 100 G80 K8,2018,650000,6000.0,West,Washington,Edmonds,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6,Y
1013,1044,Mahindra XUV500 W8 2WD,2013,950000,49700.0,West,Washington,Federal Way,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,Y
1014,1045,Toyota Innova 2.5 E Diesel MS 7-seater,2007,626000,80000.0,West,Washington,Issaquah,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7,Y
1015,1047,Maruti Swift Dzire AMT VXI,2019,600000,10000.0,West,Washington,Everett,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Y
1016,1048,Renault KWID RXT Optional,2019,290000,21000.0,West,Washington,Edmonds,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,Y
1017,1049,Maruti Alto K10 2010-2014 VXI,2013,215000,25000.0,West,Washington,Everett,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Y
1018,1050,Renault KWID RXT Optional,2016,250000,22000.0,West,Washington,Federal Way,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,Y
1019,1051,Maruti Ertiga SHVS ZDI Plus,2017,750000,50000.0,South,North Carolina,Indian Trail,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7,Y
1020,1052,Maruti Alto K10 VXI,2016,250000,20000.0,South,North Carolina,Indian Trail,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,Y
1021,1053,Honda BRV i-VTEC V CVT,2017,950000,15000.0,South,North Carolina,Indian Trail,Petrol,Individual,Automatic,First Owner,15.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7,Y
1022,1054,Ford Figo Aspire 1.5 TDCi Titanium,2018,793000,30000.0,West,Washington,Elk Plain,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,Y
1023,1055,Hyundai Creta 1.6 CRDi SX Option,2015,750000,74000.0,West,Washington,Elk Plain,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,Y
1024,1056,Honda Jazz V CVT,2017,725000,6550.0,West,Washington,Elk Plain,Petrol,Individual,Automatic,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,Y
1025,1057,Hyundai Grand i10 CRDi Sportz,2016,480000,30000.0,West,Washington,Elk Plain,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5,Y
1026,1058,BMW X6 xDrive30d,2013,3750000,56000.0,West,Washington,Elk Plain,Diesel,Dealer,Automatic,First Owner,11.2 kmpl,2993 CC,241 bhp,540Nm@ 2000rpm,4,Y
1027,1059,Maruti Swift Dzire ZXI Plus,2018,795000,41779.0,South,North Carolina,High Point,Petrol,Dealer,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Y
1028,1060,Honda Jazz 1.2 V i VTEC,2016,625000,54000.0,West,Washington,Elk Plain,Petrol,Dealer,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,Y
1029,1061,Mercedes-Benz E-Class E250 CDI Avantgarde,2016,2900000,31000.0,West,Washington,Elk Plain,Diesel,Dealer,Automatic,First Owner,13.0 kmpl,2143 CC,204 bhp,500Nm@ 1600-1800rpm,5,Y
1030,1062,Maruti Ignis 1.3 AMT Zeta,2017,625000,37000.0,South,North Carolina,Indian Trail,Diesel,Individual,Automatic,First Owner,26.8 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Y
1031,1063,Chevrolet Cruze LTZ AT,2011,440000,90000.0,South,North Carolina,Indian Trail,Diesel,Individual,Automatic,Second Owner,18.1 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,4,Y
1032,1064,Toyota Corolla Altis 1.8 G,2018,1400000,13534.0,South,North Carolina,Indian Trail,Petrol,Dealer,Manual,First Owner,14.28 kmpl,1798 CC,138.03 bhp,173Nm@ 4000rpm,5,Y
